,Id,Category
639,639,0
640,640,1
641,641,1
642,642,0
643,643,1
644,644,1
645,645,1
646,646,1
647,647,0
648,648,1
649,649,0
650,650,0
651,651,1
652,652,1
653,653,0
654,654,0
655,655,0
656,656,0
657,657,0
658,658,1
659,659,1
660,660,1
661,661,0
662,662,0
663,663,0
664,664,0
665,665,1
666,666,1
667,667,1
668,668,1
669,669,1
670,670,1
671,671,0
672,672,1
673,673,1
674,674,1
675,675,0
676,676,0
677,677,0
678,678,1
679,679,0
680,680,1
681,681,0
682,682,1
683,683,1
684,684,1
685,685,0
686,686,1
687,687,0
688,688,0
689,689,1
690,690,0
691,691,1
692,692,0
693,693,0
694,694,0
695,695,1
696,696,0
697,697,0
698,698,0
699,699,0
700,700,1
701,701,0
702,702,1
703,703,1
704,704,0
705,705,1
706,706,0
707,707,0
708,708,1
709,709,0
710,710,0
711,711,1
712,712,1
713,713,0
714,714,1
715,715,0
716,716,1
717,717,1
718,718,1
719,719,1
720,720,1
721,721,0
722,722,0
723,723,0
724,724,0
725,725,0
726,726,1
727,727,1
728,728,1
729,729,1
730,730,1
731,731,1
732,732,1
733,733,1
734,734,1
735,735,1
736,736,1
737,737,1
738,738,0
739,739,1
740,740,0
741,741,0
742,742,0
743,743,1
744,744,1
745,745,0
746,746,1
747,747,0
748,748,1
749,749,1
750,750,0
751,751,0
752,752,0
753,753,0
754,754,1
755,755,1
756,756,1
757,757,0
758,758,1
759,759,1
760,760,1
761,761,0
762,762,0
763,763,1
764,764,0
765,765,1
766,766,1
767,767,0
768,768,1
769,769,1
770,770,1
771,771,1
772,772,0
773,773,0
774,774,0
775,775,0
776,776,1
777,777,0
778,778,0
779,779,1
780,780,0
781,781,1
782,782,0
783,783,1
784,784,0
785,785,1
786,786,1
787,787,1
788,788,1
789,789,1
790,790,0
791,791,1
792,792,0
793,793,1
794,794,0
795,795,0
796,796,1
797,797,0
798,798,1
799,799,1
800,800,1
801,801,0
802,802,1
803,803,1
804,804,1
805,805,1
806,806,1
807,807,1
808,808,0
809,809,1
810,810,0
811,811,0
812,812,1
813,813,0
814,814,1
815,815,1
816,816,0
817,817,0
818,818,0
819,819,0
820,820,0
821,821,1
822,822,1
823,823,1
824,824,1
825,825,0
826,826,0
827,827,1
828,828,0
829,829,1
830,830,1
831,831,0
832,832,0
833,833,1
834,834,0
835,835,1
836,836,1
837,837,0
838,838,1
839,839,1
840,840,0
841,841,1
842,842,0
843,843,0
844,844,1
845,845,0
846,846,1
847,847,0
848,848,0
849,849,0
850,850,0
851,851,1
852,852,0
853,853,0
854,854,0
855,855,0
856,856,1
857,857,0
858,858,1
859,859,1
860,860,0
861,861,0
862,862,0
863,863,1
864,864,0
865,865,1
866,866,1
867,867,0
868,868,1
869,869,0
870,870,0
871,871,0
872,872,1
873,873,1
874,874,1
875,875,1
876,876,0
877,877,1
878,878,0
879,879,1
880,880,0
881,881,0
882,882,1
883,883,1
884,884,0
885,885,0
886,886,0
887,887,1
888,888,0
889,889,0
890,890,0
891,891,0
892,892,0
893,893,0
894,894,1
895,895,0
896,896,0
897,897,1
898,898,0
899,899,0
900,900,0
901,901,0
902,902,1
903,903,1
904,904,1
905,905,1
906,906,0
907,907,1
908,908,0
909,909,1
910,910,1
911,911,0
912,912,1
913,913,0
914,914,0
915,915,0
916,916,1
917,917,1
918,918,0
919,919,1
920,920,1
921,921,0
922,922,0
923,923,0
924,924,1
925,925,1
926,926,0
927,927,0
928,928,1
929,929,1
930,930,0
931,931,1
932,932,0
933,933,0
934,934,0
935,935,0
936,936,0
937,937,0
938,938,0
939,939,0
940,940,0
941,941,0
942,942,1
943,943,0
944,944,1
945,945,0
946,946,1
947,947,1
948,948,1
949,949,0
950,950,0
951,951,0
952,952,1
953,953,0
954,954,1
955,955,0
956,956,1
957,957,0
958,958,0
959,959,1
960,960,0
961,961,0
962,962,1
963,963,0
964,964,0
965,965,1
966,966,0
967,967,1
968,968,1
969,969,0
970,970,1
971,971,1
972,972,0
973,973,1
974,974,0
975,975,0
976,976,1
977,977,0
978,978,0
979,979,0
980,980,0
981,981,0
982,982,1
983,983,0
984,984,1
985,985,1
986,986,0
987,987,1
988,988,1
989,989,0
990,990,0
991,991,1
992,992,1
993,993,1
994,994,1
995,995,1
996,996,1
997,997,1
998,998,0
999,999,0
1000,1000,0
1001,1001,1
1002,1002,0
1003,1003,1
1004,1004,1
1005,1005,1
1006,1006,0
1007,1007,1
1008,1008,0
1009,1009,1
1010,1010,0
1011,1011,0
1012,1012,0
1013,1013,1
1014,1014,1
1015,1015,1
1016,1016,1
1017,1017,0
1018,1018,1
1019,1019,0
1020,1020,0
1021,1021,1
1022,1022,1
1023,1023,1
1024,1024,1
1025,1025,0
1026,1026,1
1027,1027,1
1028,1028,1
1029,1029,1
1030,1030,0
1031,1031,1
1032,1032,1
1033,1033,1
1034,1034,1
1035,1035,1
1036,1036,1
1037,1037,1
1038,1038,1
1039,1039,0
1040,1040,1
1041,1041,1
1042,1042,1
1043,1043,0
1044,1044,0
1045,1045,1
1046,1046,1
1047,1047,1
1048,1048,0
1049,1049,1
1050,1050,0
1051,1051,1
1052,1052,1
1053,1053,1
1054,1054,0
1055,1055,0
1056,1056,1
1057,1057,1
1058,1058,1
1059,1059,0
1060,1060,1
1061,1061,0
1062,1062,1
1063,1063,1
1064,1064,1
1065,1065,0
1066,1066,0
1067,1067,1
1068,1068,1
1069,1069,0
1070,1070,1
1071,1071,1
1072,1072,1
1073,1073,0
1074,1074,1
1075,1075,1
1076,1076,0
1077,1077,1
1078,1078,0
1079,1079,1
1080,1080,0
1081,1081,1
1082,1082,1
1083,1083,1
1084,1084,0
1085,1085,1
1086,1086,0
1087,1087,0
1088,1088,0
1089,1089,1
1090,1090,0
1091,1091,0
1092,1092,0
1093,1093,1
1094,1094,1
1095,1095,0
1096,1096,0
1097,1097,1
1098,1098,1
1099,1099,1
1100,1100,0
1101,1101,0
1102,1102,1
1103,1103,1
1104,1104,0
1105,1105,1
1106,1106,0
1107,1107,1
1108,1108,0
1109,1109,0
1110,1110,1
1111,1111,1
1112,1112,1
1113,1113,0
1114,1114,0
1115,1115,0
1116,1116,0
1117,1117,0
1118,1118,1
1119,1119,0
1120,1120,1
1121,1121,1
1122,1122,1
1123,1123,0
1124,1124,1
1125,1125,1
1126,1126,1
1127,1127,0
1128,1128,0
1129,1129,1
1130,1130,0
1131,1131,1
1132,1132,1
1133,1133,1
1134,1134,1
1135,1135,1
1136,1136,1
1137,1137,1
1138,1138,1
1139,1139,1
1140,1140,0
1141,1141,1
1142,1142,0
1143,1143,1
1144,1144,1
1145,1145,1
1146,1146,1
1147,1147,1
1148,1148,0
1149,1149,0
1150,1150,1
1151,1151,1
1152,1152,0
1153,1153,1
1154,1154,0
1155,1155,0
1156,1156,0
1157,1157,1
1158,1158,0
1159,1159,0
1160,1160,1
1161,1161,0
1162,1162,0
1163,1163,1
1164,1164,0
1165,1165,1
1166,1166,0
1167,1167,0
1168,1168,1
1169,1169,1
1170,1170,0
1171,1171,1
1172,1172,1
1173,1173,0
1174,1174,1
1175,1175,1
1176,1176,1
1177,1177,1
1178,1178,0
1179,1179,1
1180,1180,0
1181,1181,1
1182,1182,1
1183,1183,0
1184,1184,1
1185,1185,1
1186,1186,0
1187,1187,0
1188,1188,0
1189,1189,0
1190,1190,0
1191,1191,1
1192,1192,0
1193,1193,0
1194,1194,0
1195,1195,0
1196,1196,1
1197,1197,0
1198,1198,1
1199,1199,1
1200,1200,0
1201,1201,1
1202,1202,0
1203,1203,1
1204,1204,0
1205,1205,1
1206,1206,1
1207,1207,0
1208,1208,0
1209,1209,1
1210,1210,1
1211,1211,0
1212,1212,1
1213,1213,0
1214,1214,1
1215,1215,1
1216,1216,1
1217,1217,1
1218,1218,1
1219,1219,1
1220,1220,1
1221,1221,1
1222,1222,0
1223,1223,0
1224,1224,1
1225,1225,0
1226,1226,1
1227,1227,1
1228,1228,1
1229,1229,0
1230,1230,1
1231,1231,0
1232,1232,0
1233,1233,1
1234,1234,0
1235,1235,0
1236,1236,0
1237,1237,1
1238,1238,0
1239,1239,0
1240,1240,1
1241,1241,0
1242,1242,0
1243,1243,0
1244,1244,0
1245,1245,1
1246,1246,1
1247,1247,0
1248,1248,0
1249,1249,0
1250,1250,1
1251,1251,0
1252,1252,0
1253,1253,1
1254,1254,1
1255,1255,0
1256,1256,1
1257,1257,0
1258,1258,1
1259,1259,1
1260,1260,1
1261,1261,1
1262,1262,0
1263,1263,1
1264,1264,1
1265,1265,1
1266,1266,0
1267,1267,1
1268,1268,1
1269,1269,1
1270,1270,0
1271,1271,0
1272,1272,1
1273,1273,1
1274,1274,0
1275,1275,0
1276,1276,0
1277,1277,1
1278,1278,1
1279,1279,0
1280,1280,1
1281,1281,1
1282,1282,1
1283,1283,0
1284,1284,0
1285,1285,0
1286,1286,1
1287,1287,1
1288,1288,0
1289,1289,1
1290,1290,0
1291,1291,0
1292,1292,0
1293,1293,0
1294,1294,1
1295,1295,0
1296,1296,0
1297,1297,1
1298,1298,1
1299,1299,1
1300,1300,1
1301,1301,1
1302,1302,0
1303,1303,0
1304,1304,0
1305,1305,0
1306,1306,0
1307,1307,1
1308,1308,0
1309,1309,1
1310,1310,0
1311,1311,0
1312,1312,1
1313,1313,1
1314,1314,0
1315,1315,0
1316,1316,0
1317,1317,0
1318,1318,1
1319,1319,0
1320,1320,0
1321,1321,0
1322,1322,0
1323,1323,1
1324,1324,0
1325,1325,1
1326,1326,0
1327,1327,1
1328,1328,0
1329,1329,1
1330,1330,1
1331,1331,0
1332,1332,0
1333,1333,0
1334,1334,0
1335,1335,1
1336,1336,0
1337,1337,0
1338,1338,1
1339,1339,1
1340,1340,0
1341,1341,1
1342,1342,0
1343,1343,1
1344,1344,1
1345,1345,0
1346,1346,1
1347,1347,1
1348,1348,0
1349,1349,0
1350,1350,0
1351,1351,0
1352,1352,1
1353,1353,1
1354,1354,1
1355,1355,1
1356,1356,0
1357,1357,1
1358,1358,0
1359,1359,1
1360,1360,1
1361,1361,1
1362,1362,0
1363,1363,0
1364,1364,0
1365,1365,1
1366,1366,0
1367,1367,0
1368,1368,0
1369,1369,0
1370,1370,1
1371,1371,0
1372,1372,1
1373,1373,0
1374,1374,0
1375,1375,1
1376,1376,1
1377,1377,0
1378,1378,1
1379,1379,1
1380,1380,0
1381,1381,0
1382,1382,0
1383,1383,0
1384,1384,0
1385,1385,0
1386,1386,0
1387,1387,1
1388,1388,1
1389,1389,1
1390,1390,1
1391,1391,1
1392,1392,1
1393,1393,0
1394,1394,1
1395,1395,1
1396,1396,0
1397,1397,0
1398,1398,0
1399,1399,1
1400,1400,0
1401,1401,1
1402,1402,1
1403,1403,0
1404,1404,0
1405,1405,1
1406,1406,1
1407,1407,1
1408,1408,0
1409,1409,1
1410,1410,0
1411,1411,0
1412,1412,1
1413,1413,1
1414,1414,1
1415,1415,0
1416,1416,1
1417,1417,0
1418,1418,1
1419,1419,1
1420,1420,0
1421,1421,1
1422,1422,1
1423,1423,1
1424,1424,1
1425,1425,1
1426,1426,0
1427,1427,1
1428,1428,1
1429,1429,0
1430,1430,0
1431,1431,1
1432,1432,1
1433,1433,0
1434,1434,1
1435,1435,1
1436,1436,1
1437,1437,0
1438,1438,1
1439,1439,0
1440,1440,1
1441,1441,1
1442,1442,1
1443,1443,1
1444,1444,1
1445,1445,1
1446,1446,1
1447,1447,1
1448,1448,1
1449,1449,0
1450,1450,0
1451,1451,0
1452,1452,1
1453,1453,1
1454,1454,1
1455,1455,0
1456,1456,0
1457,1457,0
1458,1458,0
1459,1459,0
1460,1460,0
1461,1461,1
1462,1462,0
1463,1463,1
1464,1464,1
1465,1465,1
1466,1466,1
1467,1467,1
1468,1468,1
1469,1469,1
1470,1470,0
1471,1471,1
1472,1472,1
1473,1473,0
1474,1474,1
1475,1475,0
1476,1476,0
1477,1477,0
1478,1478,1
1479,1479,1
1480,1480,0
1481,1481,0
1482,1482,1
1483,1483,1
1484,1484,1
1485,1485,1
1486,1486,1
1487,1487,0
1488,1488,0
1489,1489,1
1490,1490,1
1491,1491,1
1492,1492,1
1493,1493,1
1494,1494,0
1495,1495,0
1496,1496,0
1497,1497,0
1498,1498,1
1499,1499,0
1500,1500,0
1501,1501,1
1502,1502,0
1503,1503,0
1504,1504,0
1505,1505,1
1506,1506,0
1507,1507,0
1508,1508,0
1509,1509,1
1510,1510,1
1511,1511,1
1512,1512,0
1513,1513,1
1514,1514,0
1515,1515,0
1516,1516,0
1517,1517,0
1518,1518,0
1519,1519,1
1520,1520,1
1521,1521,1
1522,1522,0
1523,1523,1
1524,1524,1
1525,1525,0
1526,1526,1
1527,1527,0
1528,1528,0
1529,1529,0
1530,1530,0
1531,1531,0
1532,1532,0
1533,1533,0
1534,1534,1
1535,1535,1
1536,1536,1
1537,1537,0
1538,1538,1
1539,1539,0
1540,1540,1
1541,1541,0
1542,1542,1
1543,1543,0
1544,1544,0
1545,1545,1
1546,1546,1
1547,1547,1
1548,1548,0
1549,1549,1
1550,1550,1
1551,1551,1
1552,1552,0
1553,1553,0
1554,1554,1
1555,1555,0
1556,1556,0
1557,1557,1
1558,1558,1
1559,1559,1
1560,1560,0
1561,1561,1
1562,1562,1
1563,1563,0
1564,1564,1
1565,1565,1
1566,1566,1
1567,1567,1
1568,1568,1
1569,1569,1
1570,1570,0
1571,1571,1
1572,1572,1
1573,1573,1
1574,1574,0
1575,1575,0
1576,1576,1
1577,1577,0
1578,1578,0
1579,1579,1
1580,1580,1
1581,1581,1
1582,1582,1
1583,1583,0
1584,1584,1
1585,1585,0
1586,1586,0
1587,1587,0
1588,1588,0
1589,1589,1
1590,1590,1
1591,1591,1
1592,1592,0
1593,1593,0
1594,1594,1
1595,1595,0
1596,1596,0
1597,1597,1
1598,1598,0
1599,1599,0
1600,1600,0
1601,1601,0
1602,1602,0
1603,1603,0
1604,1604,1
1605,1605,1
1606,1606,1
1607,1607,0
1608,1608,1
1609,1609,1
1610,1610,1
1611,1611,1
1612,1612,0
1613,1613,1
1614,1614,1
1615,1615,0
1616,1616,0
1617,1617,1
1618,1618,0
1619,1619,0
1620,1620,1
1621,1621,0
1622,1622,0
1623,1623,1
1624,1624,0
1625,1625,1
1626,1626,0
1627,1627,1
1628,1628,0
1629,1629,0
1630,1630,0
1631,1631,1
1632,1632,1
1633,1633,1
1634,1634,1
1635,1635,1
1636,1636,0
1637,1637,1
1638,1638,1
1639,1639,1
1640,1640,1
1641,1641,0
1642,1642,0
1643,1643,0
1644,1644,0
1645,1645,0
1646,1646,0
1647,1647,0
1648,1648,0
1649,1649,0
1650,1650,0
1651,1651,1
1652,1652,1
1653,1653,1
1654,1654,0
1655,1655,0
1656,1656,0
1657,1657,1
1658,1658,0
1659,1659,0
1660,1660,0
1661,1661,1
1662,1662,1
1663,1663,0
1664,1664,0
1665,1665,0
1666,1666,1
1667,1667,0
1668,1668,1
1669,1669,0
1670,1670,0
1671,1671,0
1672,1672,0
1673,1673,0
1674,1674,0
1675,1675,1
1676,1676,1
1677,1677,1
1678,1678,1
1679,1679,1
1680,1680,0
1681,1681,1
1682,1682,0
1683,1683,1
1684,1684,1
1685,1685,1
1686,1686,0
1687,1687,1
1688,1688,1
1689,1689,0
1690,1690,0
1691,1691,0
1692,1692,1
1693,1693,1
1694,1694,0
1695,1695,1
1696,1696,0
1697,1697,0
1698,1698,1
1699,1699,1
1700,1700,1
1701,1701,0
1702,1702,0
1703,1703,1
1704,1704,1
1705,1705,0
1706,1706,1
1707,1707,0
1708,1708,1
1709,1709,1
1710,1710,1
1711,1711,1
1712,1712,0
1713,1713,1
1714,1714,1
1715,1715,1
1716,1716,0
1717,1717,0
1718,1718,0
1719,1719,0
1720,1720,0
1721,1721,1
1722,1722,1
1723,1723,0
1724,1724,1
1725,1725,0
1726,1726,0
1727,1727,1
1728,1728,0
1729,1729,1
1730,1730,1
1731,1731,1
1732,1732,1
1733,1733,0
1734,1734,0
1735,1735,0
1736,1736,0
1737,1737,1
1738,1738,0
1739,1739,0
1740,1740,0
1741,1741,0
1742,1742,0
1743,1743,0
1744,1744,0
1745,1745,1
1746,1746,0
1747,1747,1
1748,1748,1
1749,1749,1
1750,1750,1
1751,1751,0
1752,1752,0
1753,1753,1
1754,1754,0
1755,1755,1
1756,1756,1
1757,1757,1
1758,1758,0
1759,1759,1
1760,1760,0
1761,1761,1
1762,1762,1
1763,1763,0
1764,1764,1
1765,1765,1
1766,1766,1
1767,1767,0
1768,1768,0
1769,1769,1
1770,1770,0
1771,1771,1
1772,1772,1
1773,1773,0
1774,1774,0
1775,1775,0
1776,1776,0
1777,1777,1
1778,1778,1
1779,1779,0
1780,1780,1
1781,1781,1
1782,1782,0
1783,1783,0
1784,1784,1
1785,1785,0
1786,1786,1
1787,1787,0
1788,1788,1
1789,1789,0
1790,1790,1
1791,1791,1
1792,1792,1
1793,1793,0
1794,1794,0
1795,1795,0
1796,1796,0
1797,1797,1
1798,1798,1
1799,1799,1
1800,1800,0
1801,1801,0
1802,1802,0
1803,1803,1
1804,1804,1
1805,1805,1
1806,1806,1
1807,1807,1
1808,1808,1
1809,1809,1
1810,1810,0
1811,1811,0
1812,1812,0
1813,1813,1
1814,1814,0
1815,1815,1
1816,1816,0
1817,1817,1
1818,1818,1
1819,1819,0
1820,1820,1
1821,1821,0
1822,1822,0
1823,1823,0
1824,1824,1
1825,1825,1
1826,1826,0
1827,1827,0
1828,1828,1
1829,1829,0
1830,1830,1
1831,1831,1
1832,1832,1
1833,1833,0
1834,1834,1
1835,1835,1
1836,1836,0
1837,1837,0
1838,1838,0
1839,1839,1
1840,1840,1
1841,1841,1
1842,1842,1
1843,1843,0
1844,1844,1
1845,1845,1
1846,1846,1
1847,1847,0
1848,1848,1
1849,1849,1
1850,1850,0
1851,1851,1
1852,1852,1
1853,1853,1
1854,1854,1
1855,1855,0
1856,1856,1
1857,1857,1
1858,1858,1
1859,1859,0
1860,1860,1
1861,1861,1
1862,1862,1
1863,1863,1
1864,1864,1
1865,1865,0
1866,1866,0
1867,1867,0
1868,1868,1
1869,1869,1
1870,1870,1
1871,1871,1
1872,1872,1
1873,1873,0
1874,1874,0
1875,1875,0
1876,1876,0
1877,1877,1
1878,1878,0
1879,1879,1
1880,1880,0
1881,1881,0
1882,1882,1
1883,1883,1
1884,1884,1
1885,1885,1
1886,1886,0
1887,1887,0
1888,1888,0
1889,1889,0
1890,1890,1
1891,1891,0
1892,1892,0
1893,1893,0
1894,1894,0
1895,1895,1
1896,1896,1
1897,1897,1
1898,1898,1
1899,1899,0
1900,1900,0
1901,1901,0
1902,1902,0
1903,1903,1
1904,1904,1
1905,1905,1
1906,1906,0
1907,1907,0
1908,1908,1
1909,1909,1
1910,1910,1
1911,1911,1
1912,1912,0
1913,1913,0
1914,1914,1
1915,1915,0
1916,1916,1
1917,1917,1
1918,1918,0
1919,1919,0
1920,1920,0
1921,1921,0
1922,1922,0
1923,1923,1
1924,1924,0
1925,1925,1
1926,1926,1
1927,1927,0
1928,1928,1
1929,1929,0
1930,1930,1
1931,1931,0
1932,1932,0
1933,1933,1
1934,1934,0
1935,1935,0
1936,1936,0
1937,1937,1
1938,1938,1
1939,1939,1
1940,1940,1
1941,1941,0
1942,1942,0
1943,1943,0
1944,1944,1
1945,1945,1
1946,1946,1
1947,1947,0
1948,1948,0
1949,1949,0
1950,1950,0
1951,1951,1
1952,1952,0
1953,1953,1
1954,1954,0
1955,1955,0
1956,1956,1
1957,1957,0
1958,1958,0
1959,1959,0
1960,1960,1
1961,1961,0
1962,1962,0
1963,1963,1
1964,1964,0
1965,1965,0
1966,1966,0
1967,1967,1
1968,1968,1
1969,1969,0
1970,1970,0
1971,1971,1
1972,1972,1
1973,1973,1
1974,1974,1
1975,1975,0
1976,1976,1
1977,1977,0
1978,1978,0
1979,1979,0
1980,1980,1
1981,1981,1
1982,1982,1
1983,1983,1
1984,1984,1
1985,1985,1
1986,1986,0
1987,1987,0
1988,1988,0
1989,1989,1
1990,1990,1
1991,1991,0
1992,1992,1
1993,1993,1
1994,1994,0
1995,1995,1
1996,1996,0
1997,1997,0
